Organization legal name or 'doing business as' name,Group PAC ID,State,Measure Identifier,Measure Title,Measure Performance Rate,Denominator Count,Footnote
TALLAHASSEE MEMORIAL HEALTHCARE INC,6103724778,FL,CAHPS_GRP_2,How well clinicians communicate.,82,336,
TALLAHASSEE MEMORIAL HEALTHCARE INC,6103724778,FL,CAHPS_GRP_3,Patients' rating of clinicians.,81,336,
TALLAHASSEE MEMORIAL HEALTHCARE INC,6103724778,FL,CAHPS_GRP_5,Health promotion and education.,72,358,
TALLAHASSEE MEMORIAL HEALTHCARE INC,6103724778,FL,CAHPS_GRP_8,Courteous and helpful office staff.,80,337,
TALLAHASSEE MEMORIAL HEALTHCARE INC,6103724778,FL,CAHPS_GRP_9,Clinicians working together for your care.,76,361,
SOUTHWEST MEDICAL ASSOCIATES INC,6103730544,NV,CAHPS_GRP_1,"Getting timely care, appointments, and information.",31,195,
SOUTHWEST MEDICAL ASSOCIATES INC,6103730544,NV,CAHPS_GRP_10,Between visit communication.,,,4
SOUTHWEST MEDICAL ASSOCIATES INC,6103730544,NV,CAHPS_GRP_12,Attention to patient medicine cost.,19,214,
SOUTHWEST MEDICAL ASSOCIATES INC,6103730544,NV,CAHPS_GRP_2,How well clinicians communicate.,,,4
SOUTHWEST MEDICAL ASSOCIATES INC,6103730544,NV,CAHPS_GRP_3,Patients' rating of clinicians.,,,4
SOUTHWEST MEDICAL ASSOCIATES INC,6103730544,NV,CAHPS_GRP_5,Health promotion and education.,53,230,
SOUTHWEST MEDICAL ASSOCIATES INC,6103730544,NV,CAHPS_GRP_8,Courteous and helpful office staff.,,,4
SOUTHWEST MEDICAL ASSOCIATES INC,6103730544,NV,CAHPS_GRP_9,Clinicians working together for your care.,,,4
MERCY HOSPITAL,6103737812,ME,CAHPS_GRP_1,"Getting timely care, appointments, and information.",55,236,
MERCY HOSPITAL,6103737812,ME,CAHPS_GRP_10,Between visit communication.,52,149,
MERCY HOSPITAL,6103737812,ME,CAHPS_GRP_12,Attention to patient medicine cost.,21,276,
MERCY HOSPITAL,6103737812,ME,CAHPS_GRP_2,How well clinicians communicate.,78,236,
MERCY HOSPITAL,6103737812,ME,CAHPS_GRP_3,Patients' rating of clinicians.,78,222,
MERCY HOSPITAL,6103737812,ME,CAHPS_GRP_5,Health promotion and education.,63,279,
MERCY HOSPITAL,6103737812,ME,CAHPS_GRP_8,Courteous and helpful office staff.,81,225,
MERCY HOSPITAL,6103737812,ME,CAHPS_GRP_9,Clinicians working together for your care.,73,278,
BANNER PHYSICIAN SPECIALISTS ARIZONA LLC,6204002272,AZ,CAHPS_GRP_1,"Getting timely care, appointments, and information.",59,287,
BANNER PHYSICIAN SPECIALISTS ARIZONA LLC,6204002272,AZ,CAHPS_GRP_10,Between visit communication.,42,142,
BANNER PHYSICIAN SPECIALISTS ARIZONA LLC,6204002272,AZ,CAHPS_GRP_12,Attention to patient medicine cost.,19,342,
BANNER PHYSICIAN SPECIALISTS ARIZONA LLC,6204002272,AZ,CAHPS_GRP_2,How well clinicians communicate.,76,284,
BANNER PHYSICIAN SPECIALISTS ARIZONA LLC,6204002272,AZ,CAHPS_GRP_3,Patients' rating of clinicians.,69,286,
BANNER PHYSICIAN SPECIALISTS ARIZONA LLC,6204002272,AZ,CAHPS_GRP_5,Health promotion and education.,59,372,
BANNER PHYSICIAN SPECIALISTS ARIZONA LLC,6204002272,AZ,CAHPS_GRP_8,Courteous and helpful office staff.,73,283,
BANNER PHYSICIAN SPECIALISTS ARIZONA LLC,6204002272,AZ,CAHPS_GRP_9,Clinicians working together for your care.,64,366,
UNIVERSITY OF PENN MEDICAL GROUP,6204730955,PA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",59,246,
UNIVERSITY OF PENN MEDICAL GROUP,6204730955,PA,CAHPS_GRP_10,Between visit communication.,46,171,
UNIVERSITY OF PENN MEDICAL GROUP,6204730955,PA,CAHPS_GRP_12,Attention to patient medicine cost.,25,255,
UNIVERSITY OF PENN MEDICAL GROUP,6204730955,PA,CAHPS_GRP_2,How well clinicians communicate.,85,243,
UNIVERSITY OF PENN MEDICAL GROUP,6204730955,PA,CAHPS_GRP_3,Patients' rating of clinicians.,83,230,
UNIVERSITY OF PENN MEDICAL GROUP,6204730955,PA,CAHPS_GRP_5,Health promotion and education.,69,270,
UNIVERSITY OF PENN MEDICAL GROUP,6204730955,PA,CAHPS_GRP_8,Courteous and helpful office staff.,82,231,
UNIVERSITY OF PENN MEDICAL GROUP,6204730955,PA,CAHPS_GRP_9,Clinicians working together for your care.,76,269,
DECATUR MEMORIAL HOSPITAL,6204731144,IL,CAHPS_GRP_1,"Getting timely care, appointments, and information.",62,349,
DECATUR MEMORIAL HOSPITAL,6204731144,IL,CAHPS_GRP_10,Between visit communication.,64,248,
DECATUR MEMORIAL HOSPITAL,6204731144,IL,CAHPS_GRP_12,Attention to patient medicine cost.,32,357,
DECATUR MEMORIAL HOSPITAL,6204731144,IL,CAHPS_GRP_2,How well clinicians communicate.,80,349,
DECATUR MEMORIAL HOSPITAL,6204731144,IL,CAHPS_GRP_3,Patients' rating of clinicians.,74,347,
DECATUR MEMORIAL HOSPITAL,6204731144,IL,CAHPS_GRP_5,Health promotion and education.,61,381,
DECATUR MEMORIAL HOSPITAL,6204731144,IL,CAHPS_GRP_8,Courteous and helpful office staff.,82,347,
DECATUR MEMORIAL HOSPITAL,6204731144,IL,CAHPS_GRP_9,Clinicians working together for your care.,73,380,
"DOCTORS CARE, PA",6204731300,SC,CAHPS_GRP_1,"Getting timely care, appointments, and information.",62,209,
"DOCTORS CARE, PA",6204731300,SC,CAHPS_GRP_10,Between visit communication.,,,4
"DOCTORS CARE, PA",6204731300,SC,CAHPS_GRP_12,Attention to patient medicine cost.,30,280,
"DOCTORS CARE, PA",6204731300,SC,CAHPS_GRP_2,How well clinicians communicate.,79,210,
"DOCTORS CARE, PA",6204731300,SC,CAHPS_GRP_3,Patients' rating of clinicians.,75,208,
"DOCTORS CARE, PA",6204731300,SC,CAHPS_GRP_5,Health promotion and education.,49,305,
"DOCTORS CARE, PA",6204731300,SC,CAHPS_GRP_8,Courteous and helpful office staff.,79,206,
"DOCTORS CARE, PA",6204731300,SC,CAHPS_GRP_9,Clinicians working together for your care.,73,300,
"EXCELA HEALTH PHYSICIAN PRACTICES, INC",6204737117,PA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",71,311,
"EXCELA HEALTH PHYSICIAN PRACTICES, INC",6204737117,PA,CAHPS_GRP_10,Between visit communication.,58,216,
"EXCELA HEALTH PHYSICIAN PRACTICES, INC",6204737117,PA,CAHPS_GRP_12,Attention to patient medicine cost.,30,310,
"EXCELA HEALTH PHYSICIAN PRACTICES, INC",6204737117,PA,CAHPS_GRP_2,How well clinicians communicate.,87,311,
"EXCELA HEALTH PHYSICIAN PRACTICES, INC",6204737117,PA,CAHPS_GRP_3,Patients' rating of clinicians.,86,299,
"EXCELA HEALTH PHYSICIAN PRACTICES, INC",6204737117,PA,CAHPS_GRP_5,Health promotion and education.,65,323,
"EXCELA HEALTH PHYSICIAN PRACTICES, INC",6204737117,PA,CAHPS_GRP_8,Courteous and helpful office staff.,87,299,
"EXCELA HEALTH PHYSICIAN PRACTICES, INC",6204737117,PA,CAHPS_GRP_9,Clinicians working together for your care.,77,323,
LICKING MEMORIAL PROFESSIONAL CORPORATION,6204740731,OH,CAHPS_GRP_1,"Getting timely care, appointments, and information.",56,296,
LICKING MEMORIAL PROFESSIONAL CORPORATION,6204740731,OH,CAHPS_GRP_10,Between visit communication.,63,202,
LICKING MEMORIAL PROFESSIONAL CORPORATION,6204740731,OH,CAHPS_GRP_12,Attention to patient medicine cost.,25,303,
LICKING MEMORIAL PROFESSIONAL CORPORATION,6204740731,OH,CAHPS_GRP_2,How well clinicians communicate.,73,296,
LICKING MEMORIAL PROFESSIONAL CORPORATION,6204740731,OH,CAHPS_GRP_3,Patients' rating of clinicians.,74,296,
LICKING MEMORIAL PROFESSIONAL CORPORATION,6204740731,OH,CAHPS_GRP_5,Health promotion and education.,56,316,
LICKING MEMORIAL PROFESSIONAL CORPORATION,6204740731,OH,CAHPS_GRP_8,Courteous and helpful office staff.,82,300,
LICKING MEMORIAL PROFESSIONAL CORPORATION,6204740731,OH,CAHPS_GRP_9,Clinicians working together for your care.,75,317,
INTERCOASTAL MEDICAL GROUP INC,6305730912,FL,CAHPS_GRP_1,"Getting timely care, appointments, and information.",54,345,
INTERCOASTAL MEDICAL GROUP INC,6305730912,FL,CAHPS_GRP_10,Between visit communication.,58,216,
INTERCOASTAL MEDICAL GROUP INC,6305730912,FL,CAHPS_GRP_12,Attention to patient medicine cost.,29,361,
INTERCOASTAL MEDICAL GROUP INC,6305730912,FL,CAHPS_GRP_2,How well clinicians communicate.,80,345,
INTERCOASTAL MEDICAL GROUP INC,6305730912,FL,CAHPS_GRP_3,Patients' rating of clinicians.,78,344,
INTERCOASTAL MEDICAL GROUP INC,6305730912,FL,CAHPS_GRP_5,Health promotion and education.,60,372,
INTERCOASTAL MEDICAL GROUP INC,6305730912,FL,CAHPS_GRP_8,Courteous and helpful office staff.,73,347,
INTERCOASTAL MEDICAL GROUP INC,6305730912,FL,CAHPS_GRP_9,Clinicians working together for your care.,73,371,
MERITAS HEALTH CORPORATION,6305748153,MO,CAHPS_GRP_1,"Getting timely care, appointments, and information.",60,352,
MERITAS HEALTH CORPORATION,6305748153,MO,CAHPS_GRP_10,Between visit communication.,51,208,
MERITAS HEALTH CORPORATION,6305748153,MO,CAHPS_GRP_12,Attention to patient medicine cost.,32,375,
MERITAS HEALTH CORPORATION,6305748153,MO,CAHPS_GRP_2,How well clinicians communicate.,83,354,
MERITAS HEALTH CORPORATION,6305748153,MO,CAHPS_GRP_3,Patients' rating of clinicians.,83,356,
MERITAS HEALTH CORPORATION,6305748153,MO,CAHPS_GRP_5,Health promotion and education.,58,384,
MERITAS HEALTH CORPORATION,6305748153,MO,CAHPS_GRP_8,Courteous and helpful office staff.,82,357,
MERITAS HEALTH CORPORATION,6305748153,MO,CAHPS_GRP_9,Clinicians working together for your care.,77,389,
UNIVERSITY HEALTHCARE ALLIANCE,6305748799,CA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",56,287,
UNIVERSITY HEALTHCARE ALLIANCE,6305748799,CA,CAHPS_GRP_10,Between visit communication.,51,180,
UNIVERSITY HEALTHCARE ALLIANCE,6305748799,CA,CAHPS_GRP_12,Attention to patient medicine cost.,21,307,
UNIVERSITY HEALTHCARE ALLIANCE,6305748799,CA,CAHPS_GRP_2,How well clinicians communicate.,86,287,
UNIVERSITY HEALTHCARE ALLIANCE,6305748799,CA,CAHPS_GRP_3,Patients' rating of clinicians.,80,272,
UNIVERSITY HEALTHCARE ALLIANCE,6305748799,CA,CAHPS_GRP_5,Health promotion and education.,58,319,
UNIVERSITY HEALTHCARE ALLIANCE,6305748799,CA,CAHPS_GRP_8,Courteous and helpful office staff.,82,276,
UNIVERSITY HEALTHCARE ALLIANCE,6305748799,CA,CAHPS_GRP_9,Clinicians working together for your care.,75,317,
OHIOHEALTH CORPORATION,6305758426,OH,CAHPS_GRP_1,"Getting timely care, appointments, and information.",63,297,
OHIOHEALTH CORPORATION,6305758426,OH,CAHPS_GRP_10,Between visit communication.,60,190,
OHIOHEALTH CORPORATION,6305758426,OH,CAHPS_GRP_12,Attention to patient medicine cost.,30,299,
OHIOHEALTH CORPORATION,6305758426,OH,CAHPS_GRP_2,How well clinicians communicate.,86,296,
OHIOHEALTH CORPORATION,6305758426,OH,CAHPS_GRP_3,Patients' rating of clinicians.,86,278,
OHIOHEALTH CORPORATION,6305758426,OH,CAHPS_GRP_5,Health promotion and education.,58,316,
OHIOHEALTH CORPORATION,6305758426,OH,CAHPS_GRP_8,Courteous and helpful office staff.,86,279,
OHIOHEALTH CORPORATION,6305758426,OH,CAHPS_GRP_9,Clinicians working together for your care.,79,314,
UNIVERSITY MEDICAL ASSOCIATES,6305758574,SC,CAHPS_GRP_1,"Getting timely care, appointments, and information.",63,212,
UNIVERSITY MEDICAL ASSOCIATES,6305758574,SC,CAHPS_GRP_10,Between visit communication.,66,152,
UNIVERSITY MEDICAL ASSOCIATES,6305758574,SC,CAHPS_GRP_12,Attention to patient medicine cost.,30,239,
UNIVERSITY MEDICAL ASSOCIATES,6305758574,SC,CAHPS_GRP_2,How well clinicians communicate.,84,215,
UNIVERSITY MEDICAL ASSOCIATES,6305758574,SC,CAHPS_GRP_3,Patients' rating of clinicians.,81,199,
UNIVERSITY MEDICAL ASSOCIATES,6305758574,SC,CAHPS_GRP_5,Health promotion and education.,60,247,
UNIVERSITY MEDICAL ASSOCIATES,6305758574,SC,CAHPS_GRP_8,Courteous and helpful office staff.,84,199,
UNIVERSITY MEDICAL ASSOCIATES,6305758574,SC,CAHPS_GRP_9,Clinicians working together for your care.,78,246,
STRAUB CLINIC and HOSPITAL,6305759754,HI,CAHPS_GRP_1,"Getting timely care, appointments, and information.",66,350,
STRAUB CLINIC and HOSPITAL,6305759754,HI,CAHPS_GRP_10,Between visit communication.,62,204,
STRAUB CLINIC and HOSPITAL,6305759754,HI,CAHPS_GRP_12,Attention to patient medicine cost.,15,359,
STRAUB CLINIC and HOSPITAL,6305759754,HI,CAHPS_GRP_2,How well clinicians communicate.,82,350,
STRAUB CLINIC and HOSPITAL,6305759754,HI,CAHPS_GRP_3,Patients' rating of clinicians.,82,314,
STRAUB CLINIC and HOSPITAL,6305759754,HI,CAHPS_GRP_5,Health promotion and education.,56,380,
STRAUB CLINIC and HOSPITAL,6305759754,HI,CAHPS_GRP_8,Courteous and helpful office staff.,84,314,
STRAUB CLINIC and HOSPITAL,6305759754,HI,CAHPS_GRP_9,Clinicians working together for your care.,77,377,
"NORTH COAST PROFESSIONAL COMPANY, LLC",6305810201,OH,CAHPS_GRP_1,"Getting timely care, appointments, and information.",63,288,
"NORTH COAST PROFESSIONAL COMPANY, LLC",6305810201,OH,CAHPS_GRP_10,Between visit communication.,44,204,
"NORTH COAST PROFESSIONAL COMPANY, LLC",6305810201,OH,CAHPS_GRP_12,Attention to patient medicine cost.,29,293,
"NORTH COAST PROFESSIONAL COMPANY, LLC",6305810201,OH,CAHPS_GRP_2,How well clinicians communicate.,85,289,
"NORTH COAST PROFESSIONAL COMPANY, LLC",6305810201,OH,CAHPS_GRP_3,Patients' rating of clinicians.,83,276,
"NORTH COAST PROFESSIONAL COMPANY, LLC",6305810201,OH,CAHPS_GRP_5,Health promotion and education.,58,305,
"NORTH COAST PROFESSIONAL COMPANY, LLC",6305810201,OH,CAHPS_GRP_8,Courteous and helpful office staff.,85,278,
"NORTH COAST PROFESSIONAL COMPANY, LLC",6305810201,OH,CAHPS_GRP_9,Clinicians working together for your care.,74,307,
EASTERN MAINE HEALTHCARE SYSTEMS INLAND HOSPITAL,6305817503,ME,CAHPS_GRP_1,"Getting timely care, appointments, and information.",61,277,
EASTERN MAINE HEALTHCARE SYSTEMS INLAND HOSPITAL,6305817503,ME,CAHPS_GRP_10,Between visit communication.,59,199,
EASTERN MAINE HEALTHCARE SYSTEMS INLAND HOSPITAL,6305817503,ME,CAHPS_GRP_12,Attention to patient medicine cost.,28,274,
EASTERN MAINE HEALTHCARE SYSTEMS INLAND HOSPITAL,6305817503,ME,CAHPS_GRP_2,How well clinicians communicate.,86,278,
EASTERN MAINE HEALTHCARE SYSTEMS INLAND HOSPITAL,6305817503,ME,CAHPS_GRP_3,Patients' rating of clinicians.,84,266,
EASTERN MAINE HEALTHCARE SYSTEMS INLAND HOSPITAL,6305817503,ME,CAHPS_GRP_5,Health promotion and education.,74,284,
EASTERN MAINE HEALTHCARE SYSTEMS INLAND HOSPITAL,6305817503,ME,CAHPS_GRP_8,Courteous and helpful office staff.,90,267,
EASTERN MAINE HEALTHCARE SYSTEMS INLAND HOSPITAL,6305817503,ME,CAHPS_GRP_9,Clinicians working together for your care.,77,284,
BANNER PRIMARY CARE PHYSICIANS ARIZONA LLC,6406020155,AZ,CAHPS_GRP_1,"Getting timely care, appointments, and information.",,,4
BANNER PRIMARY CARE PHYSICIANS ARIZONA LLC,6406020155,AZ,CAHPS_GRP_10,Between visit communication.,53,178,
BANNER PRIMARY CARE PHYSICIANS ARIZONA LLC,6406020155,AZ,CAHPS_GRP_12,Attention to patient medicine cost.,24,351,
BANNER PRIMARY CARE PHYSICIANS ARIZONA LLC,6406020155,AZ,CAHPS_GRP_2,How well clinicians communicate.,73,304,
BANNER PRIMARY CARE PHYSICIANS ARIZONA LLC,6406020155,AZ,CAHPS_GRP_3,Patients' rating of clinicians.,64,311,
BANNER PRIMARY CARE PHYSICIANS ARIZONA LLC,6406020155,AZ,CAHPS_GRP_5,Health promotion and education.,59,358,
BANNER PRIMARY CARE PHYSICIANS ARIZONA LLC,6406020155,AZ,CAHPS_GRP_8,Courteous and helpful office staff.,66,314,
BANNER PRIMARY CARE PHYSICIANS ARIZONA LLC,6406020155,AZ,CAHPS_GRP_9,Clinicians working together for your care.,68,357,
THE EVERETT CLINIC PLLC,6406752153,WA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",51,241,
THE EVERETT CLINIC PLLC,6406752153,WA,CAHPS_GRP_10,Between visit communication.,74,150,
THE EVERETT CLINIC PLLC,6406752153,WA,CAHPS_GRP_12,Attention to patient medicine cost.,21,263,
THE EVERETT CLINIC PLLC,6406752153,WA,CAHPS_GRP_2,How well clinicians communicate.,82,241,
THE EVERETT CLINIC PLLC,6406752153,WA,CAHPS_GRP_3,Patients' rating of clinicians.,76,227,
THE EVERETT CLINIC PLLC,6406752153,WA,CAHPS_GRP_5,Health promotion and education.,61,287,
THE EVERETT CLINIC PLLC,6406752153,WA,CAHPS_GRP_8,Courteous and helpful office staff.,86,225,
THE EVERETT CLINIC PLLC,6406752153,WA,CAHPS_GRP_9,Clinicians working together for your care.,81,280,
"ASPIRUS WAUSAU HOSPITAL, INC",6406757442,WI,CAHPS_GRP_1,"Getting timely care, appointments, and information.",58,348,
"ASPIRUS WAUSAU HOSPITAL, INC",6406757442,WI,CAHPS_GRP_10,Between visit communication.,74,217,
"ASPIRUS WAUSAU HOSPITAL, INC",6406757442,WI,CAHPS_GRP_12,Attention to patient medicine cost.,30,390,
"ASPIRUS WAUSAU HOSPITAL, INC",6406757442,WI,CAHPS_GRP_2,How well clinicians communicate.,82,350,
"ASPIRUS WAUSAU HOSPITAL, INC",6406757442,WI,CAHPS_GRP_3,Patients' rating of clinicians.,81,353,
"ASPIRUS WAUSAU HOSPITAL, INC",6406757442,WI,CAHPS_GRP_5,Health promotion and education.,65,402,
"ASPIRUS WAUSAU HOSPITAL, INC",6406757442,WI,CAHPS_GRP_8,Courteous and helpful office staff.,85,353,
"ASPIRUS WAUSAU HOSPITAL, INC",6406757442,WI,CAHPS_GRP_9,Clinicians working together for your care.,76,403,
ADVENTIST HEALTH SYSTEMS SUNBELT INC.,6406849256,FL,CAHPS_GRP_1,"Getting timely care, appointments, and information.",,,4
ADVENTIST HEALTH SYSTEMS SUNBELT INC.,6406849256,FL,CAHPS_GRP_10,Between visit communication.,,,4
ADVENTIST HEALTH SYSTEMS SUNBELT INC.,6406849256,FL,CAHPS_GRP_12,Attention to patient medicine cost.,23,178,
ADVENTIST HEALTH SYSTEMS SUNBELT INC.,6406849256,FL,CAHPS_GRP_2,How well clinicians communicate.,,,4
ADVENTIST HEALTH SYSTEMS SUNBELT INC.,6406849256,FL,CAHPS_GRP_3,Patients' rating of clinicians.,,,4
ADVENTIST HEALTH SYSTEMS SUNBELT INC.,6406849256,FL,CAHPS_GRP_5,Health promotion and education.,55,197,
ADVENTIST HEALTH SYSTEMS SUNBELT INC.,6406849256,FL,CAHPS_GRP_8,Courteous and helpful office staff.,,,4
ADVENTIST HEALTH SYSTEMS SUNBELT INC.,6406849256,FL,CAHPS_GRP_9,Clinicians working together for your care.,,,4
UNIVERSITY FACULTY ASSOCIATES INC,6507181708,CA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",,,4
UNIVERSITY FACULTY ASSOCIATES INC,6507181708,CA,CAHPS_GRP_10,Between visit communication.,57,132,
UNIVERSITY FACULTY ASSOCIATES INC,6507181708,CA,CAHPS_GRP_12,Attention to patient medicine cost.,23,211,
UNIVERSITY FACULTY ASSOCIATES INC,6507181708,CA,CAHPS_GRP_2,How well clinicians communicate.,,,4
UNIVERSITY FACULTY ASSOCIATES INC,6507181708,CA,CAHPS_GRP_3,Patients' rating of clinicians.,,,4
UNIVERSITY FACULTY ASSOCIATES INC,6507181708,CA,CAHPS_GRP_5,Health promotion and education.,56,220,
UNIVERSITY FACULTY ASSOCIATES INC,6507181708,CA,CAHPS_GRP_8,Courteous and helpful office staff.,,,4
UNIVERSITY FACULTY ASSOCIATES INC,6507181708,CA,CAHPS_GRP_9,Clinicians working together for your care.,,,4
MAYO CLINIC,6507778255,MN,CAHPS_GRP_1,"Getting timely care, appointments, and information.",42,258,
MAYO CLINIC,6507778255,MN,CAHPS_GRP_10,Between visit communication.,65,133,
MAYO CLINIC,6507778255,MN,CAHPS_GRP_12,Attention to patient medicine cost.,27,308,
MAYO CLINIC,6507778255,MN,CAHPS_GRP_2,How well clinicians communicate.,85,259,
MAYO CLINIC,6507778255,MN,CAHPS_GRP_3,Patients' rating of clinicians.,83,247,
MAYO CLINIC,6507778255,MN,CAHPS_GRP_5,Health promotion and education.,66,323,
MAYO CLINIC,6507778255,MN,CAHPS_GRP_8,Courteous and helpful office staff.,88,252,
MAYO CLINIC,6507778255,MN,CAHPS_GRP_9,Clinicians working together for your care.,79,323,
THE GENERAL HOSPITAL CORPORATION,6507803806,MA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",57,281,
THE GENERAL HOSPITAL CORPORATION,6507803806,MA,CAHPS_GRP_10,Between visit communication.,56,202,
THE GENERAL HOSPITAL CORPORATION,6507803806,MA,CAHPS_GRP_12,Attention to patient medicine cost.,20,288,
THE GENERAL HOSPITAL CORPORATION,6507803806,MA,CAHPS_GRP_2,How well clinicians communicate.,85,280,
THE GENERAL HOSPITAL CORPORATION,6507803806,MA,CAHPS_GRP_3,Patients' rating of clinicians.,85,280,
THE GENERAL HOSPITAL CORPORATION,6507803806,MA,CAHPS_GRP_5,Health promotion and education.,69,313,
THE GENERAL HOSPITAL CORPORATION,6507803806,MA,CAHPS_GRP_8,Courteous and helpful office staff.,79,281,
THE GENERAL HOSPITAL CORPORATION,6507803806,MA,CAHPS_GRP_9,Clinicians working together for your care.,78,303,
"WHEATON FRANCISCAN MEDICAL GROUP-SUSSEX, INC.",6507877891,WI,CAHPS_GRP_1,"Getting timely care, appointments, and information.",72,84,
"WHEATON FRANCISCAN MEDICAL GROUP-SUSSEX, INC.",6507877891,WI,CAHPS_GRP_10,Between visit communication.,,,4
"WHEATON FRANCISCAN MEDICAL GROUP-SUSSEX, INC.",6507877891,WI,CAHPS_GRP_12,Attention to patient medicine cost.,,,4
"WHEATON FRANCISCAN MEDICAL GROUP-SUSSEX, INC.",6507877891,WI,CAHPS_GRP_2,How well clinicians communicate.,94,84,
"WHEATON FRANCISCAN MEDICAL GROUP-SUSSEX, INC.",6507877891,WI,CAHPS_GRP_3,Patients' rating of clinicians.,,,4
"WHEATON FRANCISCAN MEDICAL GROUP-SUSSEX, INC.",6507877891,WI,CAHPS_GRP_5,Health promotion and education.,,,4
"WHEATON FRANCISCAN MEDICAL GROUP-SUSSEX, INC.",6507877891,WI,CAHPS_GRP_8,Courteous and helpful office staff.,,,4
"WHEATON FRANCISCAN MEDICAL GROUP-SUSSEX, INC.",6507877891,WI,CAHPS_GRP_9,Clinicians working together for your care.,,,4
LEWIS GALE PHYSICIANS LLC,6507886231,VA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",61,291,
LEWIS GALE PHYSICIANS LLC,6507886231,VA,CAHPS_GRP_10,Between visit communication.,51,193,
LEWIS GALE PHYSICIANS LLC,6507886231,VA,CAHPS_GRP_12,Attention to patient medicine cost.,30,304,
LEWIS GALE PHYSICIANS LLC,6507886231,VA,CAHPS_GRP_2,How well clinicians communicate.,78,296,
LEWIS GALE PHYSICIANS LLC,6507886231,VA,CAHPS_GRP_3,Patients' rating of clinicians.,79,269,
LEWIS GALE PHYSICIANS LLC,6507886231,VA,CAHPS_GRP_5,Health promotion and education.,55,318,
LEWIS GALE PHYSICIANS LLC,6507886231,VA,CAHPS_GRP_8,Courteous and helpful office staff.,82,269,
LEWIS GALE PHYSICIANS LLC,6507886231,VA,CAHPS_GRP_9,Clinicians working together for your care.,74,317,
"BW CARDIOLOGY, LLC",6608185749,AL,CAHPS_GRP_1,"Getting timely care, appointments, and information.",70,119,
"BW CARDIOLOGY, LLC",6608185749,AL,CAHPS_GRP_10,Between visit communication.,,,4
