Group Name,Group PAC ID,Measure Performance Rate,Measure Title,State,Year
MEMORIAL HOSPITAL AT GULFPORT,2466524012,33.0,Attention to patient medication cost.,,2015
MEMORIAL HOSPITAL AT GULFPORT,2466524012,87.0,How well clinicians communicate.,,2015
MEMORIAL HOSPITAL AT GULFPORT,2466524012,83.0,Patients' rating of clinicians.,,2015
MEMORIAL HOSPITAL AT GULFPORT,2466524012,64.0,Health promotion and education.,,2015
MEMORIAL HOSPITAL AT GULFPORT,2466524012,77.0,Courteous and helpful office staff.,,2015
MEMORIAL HOSPITAL AT GULFPORT,2466524012,80.0,Clinicians working together for your care.,,2015
PRIMA CARE PC,2567356017,59.0,"Getting timely care, appointments, and information.",,2015
PRIMA CARE PC,2567356017,61.0,Between visit communication.,,2015
PRIMA CARE PC,2567356017,27.0,Attention to patient medication cost.,,2015
PRIMA CARE PC,2567356017,83.0,How well clinicians communicate.,,2015
PRIMA CARE PC,2567356017,74.0,Patients' rating of clinicians.,,2015
PRIMA CARE PC,2567356017,66.0,Health promotion and education.,,2015
PRIMA CARE PC,2567356017,80.0,Courteous and helpful office staff.,,2015
PRIMA CARE PC,2567356017,71.0,Clinicians working together for your care.,,2015
CD PRACTICE ASSOCIATES INC,2567359839,62.0,"Getting timely care, appointments, and information.",,2015
CD PRACTICE ASSOCIATES INC,2567359839,61.0,Between visit communication.,,2015
CD PRACTICE ASSOCIATES INC,2567359839,21.0,Attention to patient medication cost.,,2015
CD PRACTICE ASSOCIATES INC,2567359839,83.0,How well clinicians communicate.,,2015
CD PRACTICE ASSOCIATES INC,2567359839,83.0,Patients' rating of clinicians.,,2015
CD PRACTICE ASSOCIATES INC,2567359839,64.0,Health promotion and education.,,2015
CD PRACTICE ASSOCIATES INC,2567359839,79.0,Courteous and helpful office staff.,,2015
CD PRACTICE ASSOCIATES INC,2567359839,75.0,Clinicians working together for your care.,,2015
THE MEDICAL COLLEGE OF WISCONSIN INC,2668384371,71.0,"Getting timely care, appointments, and information.",,2015
THE MEDICAL COLLEGE OF WISCONSIN INC,2668384371,56.0,Between visit communication.,,2015
THE MEDICAL COLLEGE OF WISCONSIN INC,2668384371,25.0,Attention to patient medication cost.,,2015
THE MEDICAL COLLEGE OF WISCONSIN INC,2668384371,82.0,How well clinicians communicate.,,2015
THE MEDICAL COLLEGE OF WISCONSIN INC,2668384371,82.0,Patients' rating of clinicians.,,2015
THE MEDICAL COLLEGE OF WISCONSIN INC,2668384371,63.0,Health promotion and education.,,2015
THE MEDICAL COLLEGE OF WISCONSIN INC,2668384371,84.0,Courteous and helpful office staff.,,2015
THE MEDICAL COLLEGE OF WISCONSIN INC,2668384371,76.0,Clinicians working together for your care.,,2015
OHIO PHYSICIAN PROFESSIONAL CORPORATION,2668406059,64.0,"Getting timely care, appointments, and information.",,2015
OHIO PHYSICIAN PROFESSIONAL CORPORATION,2668406059,53.0,Between visit communication.,,2015
OHIO PHYSICIAN PROFESSIONAL CORPORATION,2668406059,30.0,Attention to patient medication cost.,,2015
OHIO PHYSICIAN PROFESSIONAL CORPORATION,2668406059,83.0,How well clinicians communicate.,,2015
OHIO PHYSICIAN PROFESSIONAL CORPORATION,2668406059,79.0,Patients' rating of clinicians.,,2015
OHIO PHYSICIAN PROFESSIONAL CORPORATION,2668406059,60.0,Health promotion and education.,,2015
SANSUM CLINIC,3678471976,82.0,Courteous and helpful office staff.,,2015
OHIO PHYSICIAN PROFESSIONAL CORPORATION,2668406059,81.0,Courteous and helpful office staff.,,2015
OHIO PHYSICIAN PROFESSIONAL CORPORATION,2668406059,75.0,Clinicians working together for your care.,,2015
"THE LONGSTREET CLINIC, PC",2668465733,55.0,"Getting timely care, appointments, and information.",,2015
"THE LONGSTREET CLINIC, PC",2668465733,62.0,Between visit communication.,,2015
"THE LONGSTREET CLINIC, PC",2668465733,25.0,Attention to patient medication cost.,,2015
"THE LONGSTREET CLINIC, PC",2668465733,78.0,How well clinicians communicate.,,2015
"THE LONGSTREET CLINIC, PC",2668465733,75.0,Patients' rating of clinicians.,,2015
"THE LONGSTREET CLINIC, PC",2668465733,58.0,Health promotion and education.,,2015
"THE LONGSTREET CLINIC, PC",2668465733,82.0,Courteous and helpful office staff.,,2015
"THE LONGSTREET CLINIC, PC",2668465733,75.0,Clinicians working together for your care.,,2015
STATEN ISLAND PHYSICIAN PRACTICE PC,2668484767,36.0,"Getting timely care, appointments, and information.",,2015
STATEN ISLAND PHYSICIAN PRACTICE PC,2668484767,,Between visit communication.,,2015
STATEN ISLAND PHYSICIAN PRACTICE PC,2668484767,,Attention to patient medication cost.,,2015
STATEN ISLAND PHYSICIAN PRACTICE PC,2668484767,,How well clinicians communicate.,,2015
STATEN ISLAND PHYSICIAN PRACTICE PC,2668484767,,Patients' rating of clinicians.,,2015
STATEN ISLAND PHYSICIAN PRACTICE PC,2668484767,,Health promotion and education.,,2015
STATEN ISLAND PHYSICIAN PRACTICE PC,2668484767,,Courteous and helpful office staff.,,2015
STATEN ISLAND PHYSICIAN PRACTICE PC,2668484767,,Clinicians working together for your care.,,2015
"CENTRAL OHIO PRIMARY CARE PHYSICIANS, INC.",2769383785,64.0,"Getting timely care, appointments, and information.",,2015
"CENTRAL OHIO PRIMARY CARE PHYSICIANS, INC.",2769383785,51.0,Between visit communication.,,2015
"CENTRAL OHIO PRIMARY CARE PHYSICIANS, INC.",2769383785,30.0,Attention to patient medication cost.,,2015
"CENTRAL OHIO PRIMARY CARE PHYSICIANS, INC.",2769383785,84.0,How well clinicians communicate.,,2015
"CENTRAL OHIO PRIMARY CARE PHYSICIANS, INC.",2769383785,81.0,Patients' rating of clinicians.,,2015
"CENTRAL OHIO PRIMARY CARE PHYSICIANS, INC.",2769383785,62.0,Health promotion and education.,,2015
"CENTRAL OHIO PRIMARY CARE PHYSICIANS, INC.",2769383785,86.0,Courteous and helpful office staff.,,2015
"CENTRAL OHIO PRIMARY CARE PHYSICIANS, INC.",2769383785,79.0,Clinicians working together for your care.,,2015
COVENANT MEDICAL CENTER INC,2769387778,64.0,"Getting timely care, appointments, and information.",,2015
COVENANT MEDICAL CENTER INC,2769387778,59.0,Between visit communication.,,2015
COVENANT MEDICAL CENTER INC,2769387778,29.0,Attention to patient medication cost.,,2015
COVENANT MEDICAL CENTER INC,2769387778,80.0,How well clinicians communicate.,,2015
COVENANT MEDICAL CENTER INC,2769387778,76.0,Patients' rating of clinicians.,,2015
COVENANT MEDICAL CENTER INC,2769387778,59.0,Health promotion and education.,,2015
COVENANT MEDICAL CENTER INC,2769387778,84.0,Courteous and helpful office staff.,,2015
COVENANT MEDICAL CENTER INC,2769387778,74.0,Clinicians working together for your care.,,2015
UNIVERSITY OF MARYLAND PHYSICIANS PA,2769394808,67.0,"Getting timely care, appointments, and information.",,2015
UNIVERSITY OF MARYLAND PHYSICIANS PA,2769394808,64.0,Between visit communication.,,2015
UNIVERSITY OF MARYLAND PHYSICIANS PA,2769394808,29.0,Attention to patient medication cost.,,2015
UNIVERSITY OF MARYLAND PHYSICIANS PA,2769394808,90.0,How well clinicians communicate.,,2015
UNIVERSITY OF MARYLAND PHYSICIANS PA,2769394808,83.0,Patients' rating of clinicians.,,2015
UNIVERSITY OF MARYLAND PHYSICIANS PA,2769394808,71.0,Health promotion and education.,,2015
UNIVERSITY OF MARYLAND PHYSICIANS PA,2769394808,85.0,Courteous and helpful office staff.,,2015
UNIVERSITY OF MARYLAND PHYSICIANS PA,2769394808,80.0,Clinicians working together for your care.,,2015
EINSTEIN PRACTICE PLAN INC,2769395896,53.0,"Getting timely care, appointments, and information.",,2015
EINSTEIN PRACTICE PLAN INC,2769395896,60.0,Between visit communication.,,2015
EINSTEIN PRACTICE PLAN INC,2769395896,20.0,Attention to patient medication cost.,,2015
EINSTEIN PRACTICE PLAN INC,2769395896,,How well clinicians communicate.,,2015
EINSTEIN PRACTICE PLAN INC,2769395896,77.0,Patients' rating of clinicians.,,2015
EINSTEIN PRACTICE PLAN INC,2769395896,62.0,Health promotion and education.,,2015
EINSTEIN PRACTICE PLAN INC,2769395896,72.0,Courteous and helpful office staff.,,2015
EINSTEIN PRACTICE PLAN INC,2769395896,72.0,Clinicians working together for your care.,,2015
"CORE PHYSICIANS, LLC",2769563253,60.0,"Getting timely care, appointments, and information.",,2015
"CORE PHYSICIANS, LLC",2769563253,56.0,Between visit communication.,,2015
"CORE PHYSICIANS, LLC",2769563253,28.0,Attention to patient medication cost.,,2015
"CORE PHYSICIANS, LLC",2769563253,84.0,How well clinicians communicate.,,2015
"CORE PHYSICIANS, LLC",2769563253,77.0,Patients' rating of clinicians.,,2015
"CORE PHYSICIANS, LLC",2769563253,65.0,Health promotion and education.,,2015
"CORE PHYSICIANS, LLC",2769563253,77.0,Courteous and helpful office staff.,,2015
"CORE PHYSICIANS, LLC",2769563253,74.0,Clinicians working together for your care.,,2015
COLORADO SPRINGS HEALTH PARTNERS LLC,2769706431,48.0,"Getting timely care, appointments, and information.",,2015
COLORADO SPRINGS HEALTH PARTNERS LLC,2769706431,70.0,Between visit communication.,,2015
COLORADO SPRINGS HEALTH PARTNERS LLC,2769706431,21.0,Attention to patient medication cost.,,2015
COLORADO SPRINGS HEALTH PARTNERS LLC,2769706431,82.0,How well clinicians communicate.,,2015
COLORADO SPRINGS HEALTH PARTNERS LLC,2769706431,84.0,Patients' rating of clinicians.,,2015
COLORADO SPRINGS HEALTH PARTNERS LLC,2769706431,62.0,Health promotion and education.,,2015
COLORADO SPRINGS HEALTH PARTNERS LLC,2769706431,85.0,Courteous and helpful office staff.,,2015
COLORADO SPRINGS HEALTH PARTNERS LLC,2769706431,75.0,Clinicians working together for your care.,,2015
BOARD OF REGENTS OF THE UNIVERSITY OF OKLAHOMA - OU PHYSICIANS,2860304334,60.0,"Getting timely care, appointments, and information.",,2015
BOARD OF REGENTS OF THE UNIVERSITY OF OKLAHOMA - OU PHYSICIANS,2860304334,53.0,Between visit communication.,,2015
BOARD OF REGENTS OF THE UNIVERSITY OF OKLAHOMA - OU PHYSICIANS,2860304334,25.0,Attention to patient medication cost.,,2015
BOARD OF REGENTS OF THE UNIVERSITY OF OKLAHOMA - OU PHYSICIANS,2860304334,88.0,How well clinicians communicate.,,2015
BOARD OF REGENTS OF THE UNIVERSITY OF OKLAHOMA - OU PHYSICIANS,2860304334,85.0,Patients' rating of clinicians.,,2015
BOARD OF REGENTS OF THE UNIVERSITY OF OKLAHOMA - OU PHYSICIANS,2860304334,58.0,Health promotion and education.,,2015
BOARD OF REGENTS OF THE UNIVERSITY OF OKLAHOMA - OU PHYSICIANS,2860304334,86.0,Courteous and helpful office staff.,,2015
BOARD OF REGENTS OF THE UNIVERSITY OF OKLAHOMA - OU PHYSICIANS,2860304334,79.0,Clinicians working together for your care.,,2015
"SUMMIT MEDICAL GROUP, PLLC",2860396330,67.0,"Getting timely care, appointments, and information.",,2015
"SUMMIT MEDICAL GROUP, PLLC",2860396330,60.0,Between visit communication.,,2015
"SUMMIT MEDICAL GROUP, PLLC",2860396330,30.0,Attention to patient medication cost.,,2015
"SUMMIT MEDICAL GROUP, PLLC",2860396330,91.0,How well clinicians communicate.,,2015
"SUMMIT MEDICAL GROUP, PLLC",2860396330,91.0,Patients' rating of clinicians.,,2015
"SUMMIT MEDICAL GROUP, PLLC",2860396330,65.0,Health promotion and education.,,2015
"SUMMIT MEDICAL GROUP, PLLC",2860396330,88.0,Courteous and helpful office staff.,,2015
"SUMMIT MEDICAL GROUP, PLLC",2860396330,82.0,Clinicians working together for your care.,,2015
ST VINCENT'S AMBULATORY CARE INC,2860411188,59.0,"Getting timely care, appointments, and information.",,2015
ST VINCENT'S AMBULATORY CARE INC,2860411188,63.0,Between visit communication.,,2015
ST VINCENT'S AMBULATORY CARE INC,2860411188,29.0,Attention to patient medication cost.,,2015
ST VINCENT'S AMBULATORY CARE INC,2860411188,86.0,How well clinicians communicate.,,2015
ST VINCENT'S AMBULATORY CARE INC,2860411188,81.0,Patients' rating of clinicians.,,2015
ST VINCENT'S AMBULATORY CARE INC,2860411188,60.0,Health promotion and education.,,2015
ST VINCENT'S AMBULATORY CARE INC,2860411188,83.0,Courteous and helpful office staff.,,2015
ST VINCENT'S AMBULATORY CARE INC,2860411188,76.0,Clinicians working together for your care.,,2015
THE CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,2961310685,61.0,"Getting timely care, appointments, and information.",,2015
THE CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,2961310685,67.0,Between visit communication.,,2015
THE CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,2961310685,36.0,Attention to patient medication cost.,,2015
THE CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,2961310685,86.0,How well clinicians communicate.,,2015
THE CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,2961310685,87.0,Patients' rating of clinicians.,,2015
THE CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,2961310685,61.0,Health promotion and education.,,2015
THE CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,2961310685,84.0,Courteous and helpful office staff.,,2015
THE CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,2961310685,77.0,Clinicians working together for your care.,,2015
TEMPLE UNIVERSITY OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,2961314299,52.0,"Getting timely care, appointments, and information.",,2015
TEMPLE UNIVERSITY OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,2961314299,51.0,Between visit communication.,,2015
TEMPLE UNIVERSITY OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,2961314299,29.0,Attention to patient medication cost.,,2015
TEMPLE UNIVERSITY OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,2961314299,84.0,How well clinicians communicate.,,2015
TEMPLE UNIVERSITY OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,2961314299,75.0,Patients' rating of clinicians.,,2015
TEMPLE UNIVERSITY OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,2961314299,63.0,Health promotion and education.,,2015
TEMPLE UNIVERSITY OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,2961314299,,Courteous and helpful office staff.,,2015
TEMPLE UNIVERSITY OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,2961314299,72.0,Clinicians working together for your care.,,2015
"UNIVERSITY PHYSICIANS AND SURGEONS, INC",2961315734,60.0,"Getting timely care, appointments, and information.",,2015
"UNIVERSITY PHYSICIANS AND SURGEONS, INC",2961315734,49.0,Between visit communication.,,2015
"UNIVERSITY PHYSICIANS AND SURGEONS, INC",2961315734,33.0,Attention to patient medication cost.,,2015
"UNIVERSITY PHYSICIANS AND SURGEONS, INC",2961315734,84.0,How well clinicians communicate.,,2015
"UNIVERSITY PHYSICIANS AND SURGEONS, INC",2961315734,81.0,Patients' rating of clinicians.,,2015
"UNIVERSITY PHYSICIANS AND SURGEONS, INC",2961315734,65.0,Health promotion and education.,,2015
"UNIVERSITY PHYSICIANS AND SURGEONS, INC",2961315734,83.0,Courteous and helpful office staff.,,2015
"UNIVERSITY PHYSICIANS AND SURGEONS, INC",2961315734,75.0,Clinicians working together for your care.,,2015
"NORTHEAST ARKANSAS CLINIC CHARITABLE FOUNDATION, INC.",2961547526,58.0,"Getting timely care, appointments, and information.",,2015
"NORTHEAST ARKANSAS CLINIC CHARITABLE FOUNDATION, INC.",2961547526,51.0,Between visit communication.,,2015
"NORTHEAST ARKANSAS CLINIC CHARITABLE FOUNDATION, INC.",2961547526,27.0,Attention to patient medication cost.,,2015
"NORTHEAST ARKANSAS CLINIC CHARITABLE FOUNDATION, INC.",2961547526,87.0,How well clinicians communicate.,,2015
"NORTHEAST ARKANSAS CLINIC CHARITABLE FOUNDATION, INC.",2961547526,81.0,Patients' rating of clinicians.,,2015
"NORTHEAST ARKANSAS CLINIC CHARITABLE FOUNDATION, INC.",2961547526,46.0,Health promotion and education.,,2015
"NORTHEAST ARKANSAS CLINIC CHARITABLE FOUNDATION, INC.",2961547526,81.0,Courteous and helpful office staff.,,2015
"NORTHEAST ARKANSAS CLINIC CHARITABLE FOUNDATION, INC.",2961547526,76.0,Clinicians working together for your care.,,2015
THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ILLINOIS,3072422716,53.0,"Getting timely care, appointments, and information.",,2015
THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ILLINOIS,3072422716,59.0,Between visit communication.,,2015
THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ILLINOIS,3072422716,26.0,Attention to patient medication cost.,,2015
THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ILLINOIS,3072422716,82.0,How well clinicians communicate.,,2015
THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ILLINOIS,3072422716,79.0,Patients' rating of clinicians.,,2015
THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ILLINOIS,3072422716,65.0,Health promotion and education.,,2015
THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ILLINOIS,3072422716,76.0,Courteous and helpful office staff.,,2015
THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ILLINOIS,3072422716,73.0,Clinicians working together for your care.,,2015
"THE MONROE CLINIC, INC.",3072425495,60.0,"Getting timely care, appointments, and information.",,2015
"THE MONROE CLINIC, INC.",3072425495,54.0,Between visit communication.,,2015
"THE MONROE CLINIC, INC.",3072425495,29.0,Attention to patient medication cost.,,2015
"THE MONROE CLINIC, INC.",3072425495,80.0,How well clinicians communicate.,,2015
"THE MONROE CLINIC, INC.",3072425495,78.0,Patients' rating of clinicians.,,2015
"THE MONROE CLINIC, INC.",3072425495,67.0,Health promotion and education.,,2015
"THE MONROE CLINIC, INC.",3072425495,84.0,Courteous and helpful office staff.,,2015
"THE MONROE CLINIC, INC.",3072425495,80.0,Clinicians working together for your care.,,2015
TRINITY CLINIC,3072426741,58.0,"Getting timely care, appointments, and information.",,2015
TRINITY CLINIC,3072426741,63.0,Between visit communication.,,2015
TRINITY CLINIC,3072426741,29.0,Attention to patient medication cost.,,2015
TRINITY CLINIC,3072426741,,How well clinicians communicate.,,2015
TRINITY CLINIC,3072426741,,Patients' rating of clinicians.,,2015
TRINITY CLINIC,3072426741,54.0,Health promotion and education.,,2015
TRINITY CLINIC,3072426741,80.0,Courteous and helpful office staff.,,2015
TRINITY CLINIC,3072426741,75.0,Clinicians working together for your care.,,2015
ST JOHN HOSPITAL AND MEDICAL CENTER,3173424082,53.0,"Getting timely care, appointments, and information.",,2015
ST JOHN HOSPITAL AND MEDICAL CENTER,3173424082,46.0,Between visit communication.,,2015
ST JOHN HOSPITAL AND MEDICAL CENTER,3173424082,24.0,Attention to patient medication cost.,,2015
ST JOHN HOSPITAL AND MEDICAL CENTER,3173424082,79.0,How well clinicians communicate.,,2015
ST JOHN HOSPITAL AND MEDICAL CENTER,3173424082,78.0,Patients' rating of clinicians.,,2015
ST JOHN HOSPITAL AND MEDICAL CENTER,3173424082,61.0,Health promotion and education.,,2015
ST JOHN HOSPITAL AND MEDICAL CENTER,3173424082,80.0,Courteous and helpful office staff.,,2015
ST JOHN HOSPITAL AND MEDICAL CENTER,3173424082,71.0,Clinicians working together for your care.,,2015
"UT MEDICAL GROUP, INC.",3173435369,,"Getting timely care, appointments, and information.",,2015
"UT MEDICAL GROUP, INC.",3173435369,,Between visit communication.,,2015
"UT MEDICAL GROUP, INC.",3173435369,,Attention to patient medication cost.,,2015
"UT MEDICAL GROUP, INC.",3173435369,,How well clinicians communicate.,,2015
"UT MEDICAL GROUP, INC.",3173435369,,Patients' rating of clinicians.,,2015
"UT MEDICAL GROUP, INC.",3173435369,55.0,Health promotion and education.,,2015
"UT MEDICAL GROUP, INC.",3173435369,,Courteous and helpful office staff.,,2015
"UT MEDICAL GROUP, INC.",3173435369,,Clinicians working together for your care.,,2015
FACEY MEDICAL FOUNDATION,3173436276,49.0,"Getting timely care, appointments, and information.",,2015
FACEY MEDICAL FOUNDATION,3173436276,64.0,Between visit communication.,,2015
FACEY MEDICAL FOUNDATION,3173436276,17.0,Attention to patient medication cost.,,2015
